date,open,high,low,close,diff,volume,ema12,ema26,macd_line,signal_line,macd_hist
2025-01-16,14480,14480,14170,14480,20,763756,13511.4361,12742.3398,769.0963,639.4345,129.66
2025-01-17,14380,14520,14135,14400,80,890894,13648.1382,12865.1294,783.0088,668.1494,114.86
2025-01-20,14385,14550,14140,14470,70,858070,13774.5785,12984.0087,790.5698,692.6335,97.94
2025-01-21,14550,15065,14545,15050,580,1275294,13970.7972,13137.0451,833.7521,720.8572,112.89
2025-01-22,15100,15170,14530,14560,490,1564199,14061.4438,13242.4492,818.9946,740.4847,78.51
2025-01-23,14630,14655,13835,13840,720,1301753,14027.3755,13286.7122,740.6633,740.5204,0.14
2025-01-24,13930,14345,13880,14340,500,1116020,14075.4716,13364.7335,710.738,734.5639,-23.83
2025-01-31,14380,14820,14335,14510,170,961770,14142.3221,13449.5681,692.754,726.2019,-33.45
2025-02-03,14230,14685,14200,14450,60,879407,14189.6572,13523.6742,665.983,714.1582,-48.18
2025-02-04,14740,15150,14405,14995,545,874433,14313.5561,13632.6613,680.8948,707.5055,-26.61
2025-02-05,15120,15135,14490,14650,345,1007473,14365.3167,13708.0197,657.297,697.4638,-40.17
2025-02-06,14560,15140,14365,14525,125,1659585,14389.8833,13768.5367,621.3466,682.2403,-60.89
2025-02-07,14585,14665,14215,14555,30,1040610,14415.2859,13826.7933,588.4926,663.4908,-75.0
