date,open,high,low,close,diff,volume,ema12,ema26,macd_line,signal_line,macd_hist
2024-07-12,282000,289500,268000,271500,0,3731771,271500.0,271500.0,0.0,0.0,-1.0
2024-07-19,273000,276000,254000,258500,-13000,3427752,269522.8137,270542.3573,-1019.5436,-200.8953,-819.65
2024-07-26,259000,264500,232000,243500,-15000,5676405,265564.9713,268550.2868,-2985.3155,-749.5495,-2236.77
2024-08-02,244000,260000,242000,244000,500,4115925,262285.1278,266741.7942,-4456.6664,-1480.0159,-2977.65
2024-08-09,236000,248000,216500,243000,-1000,4778576,259352.0285,264992.8591,-5640.8306,-2299.8809,-3341.95
2024-08-16,246000,256500,238500,255000,12000,2441667,258690.123,264256.7368,-5566.6138,-2943.5721,-2624.04
2024-08-23,256000,261000,245000,252500,-2500,2706083,257748.6594,263390.6789,-5642.0195,-3475.2859,-2167.73
2024-08-30,255500,267000,244500,255500,3000,5049145,257406.658,262809.4134,-5402.7554,-3855.0828,-1548.67
2024-09-06,256000,256000,223000,227500,-28000,4567562,252858.1169,260208.3516,-7350.2348,-4543.7827,-2807.45
2024-09-13,225500,240500,221500,237000,9500,2970035,250446.236,258498.7125,-8052.4765,-5235.1509,-2818.33
2024-09-20,244000,251000,241500,250500,13500,1657728,250454.413,257909.4887,-7455.0757,-5672.5745,-1783.5
2024-09-27,251500,259000,246500,254500,4000,2750597,251069.7114,257658.3293,-6588.6179,-5853.0757,-736.54
2024-10-04,255500,256000,232000,239500,-15000,2924688,249310.0595,256320.6992,-7010.6397,-6081.1671,-930.47
2024-10-11,244000,255500,241000,248500,9000,2069533,249186.8565,255744.5887,-6557.7322,-6175.0716,-383.66
2024-10-18,250500,254000,233000,234500,-14000,3108996,246953.1141,254179.6098,-7226.4957,-6382.2488,-845.25
2024-10-25,235000,243000,220500,225500,-9000,3959573,243690.283,252066.9314,-8376.6483,-6775.2339,-1602.41
2024-11-01,226000,229000,211500,213500,-12000,3780092,239098.605,249225.9051,-10127.3001,-7435.7396,-2692.56
2024-11-08,215000,220500,201000,203500,-10000,5069796,233684.3685,245857.5143,-12173.1458,-8369.2186,-3804.93
2024-11-15,203500,213500,197300,206000,2500,4072837,229473.8182,242921.4175,-13447.5993,-9369.8848,-4078.71
2024-11-22,206000,220500,206000,217000,11000,3148195,227576.6595,241011.9208,-13435.2613,-10170.9442,-3265.32
2024-11-29,219000,226500,214500,218500,1500,3712212,226196.179,239353.5841,-13157.4051,-10759.4094,-2399.0
2024-12-06,219500,220500,200000,203500,-15000,3447007,222744.2886,236712.4361,-13968.1475,-11391.6731,-2577.47
2024-12-13,201000,216000,200000,215000,11500,2882764,221566.4501,235112.9933,-13546.5432,-11816.278,-1731.27
