date,open,high,low,close,diff,volume,ema12,ema26,macd_line,signal_line,macd_hist
2025-04-04,25340,25435,24115,24235,-1110,254251,24510.611,24826.0056,-315.3946,-328.9903,12.6
2025-04-11,23990,25480,23112,23720,-515,611049,24390.366,24744.5319,-354.1659,-333.951,-21.21
2025-04-18,23920,24980,23650,24955,1235,601574,24476.2419,24760.036,-283.7941,-324.0679,39.27
2025-04-25,24965,25685,24650,25125,170,243462,24574.9123,24786.921,-212.0087,-301.9873,88.98
2025-05-02,25490,25905,25225,25630,505,221245,24735.3819,24849.0263,-113.6443,-264.8753,150.23
2025-05-09,25445,25445,24045,24525,-1105,277174,24703.3847,24825.1569,-121.7722,-236.6777,113.91
2025-05-16,24575,26185,24575,25400,875,446602,24809.3338,24867.5026,-58.1688,-201.5035,142.33
2025-05-23,25400,25625,24640,24930,-470,210564,24827.6861,24872.1065,-44.4204,-170.5512,125.13
2025-05-30,24930,25280,24845,25035,105,197931,24859.2167,24884.106,-24.8893,-141.8493,115.96
2025-06-05,25440,25440,24370,24480,-555,140412,24801.5412,24854.3376,-52.7965,-124.302,70.51
2025-06-13,24520,25325,24450,24615,135,303071,24773.1699,24836.7069,-63.537,-112.3286,47.79
2025-06-20,24615,24810,24285,24690,75,408602,24760.5205,24825.8997,-65.3793,-103.0775,36.7
2025-06-27,24690,25320,24435,25280,590,289282,24839.5288,24859.3509,-19.8222,-86.6725,65.85
2025-07-04,25465,25590,25090,25205,-75,229023,24895.1137,24884.8131,10.3006,-67.5645,76.87
2025-07-11,25205,25595,25180,25230,25,250651,24946.047,24910.2412,35.8058,-47.196,82.0
2025-07-18,25230,25540,25090,25250,20,617488,24992.2756,24935.2695,57.0061,-26.6635,82.67
2025-07-25,25155,25295,24770,24810,-440,229894,24964.5531,24926.0416,38.5115,-13.8212,51.33
2025-08-01,24810,24880,24450,24735,-75,320078,24929.6401,24911.9685,17.6715,-7.6157,24.29
2025-08-08,25350,25350,24080,24205,-530,296927,24819.4286,24859.8898,-40.4612,-14.0877,-27.37
2025-08-14,24020,24535,24020,24355,150,183727,24748.7931,24822.6972,-73.9041,-25.8742,-49.03
2025-08-22,24410,25265,24410,24800,445,308973,24756.5812,24821.0252,-64.444,-33.4741,-31.97
2025-08-29,24800,24870,24220,24375,-425,215331,24698.5461,24788.1688,-89.6228,-44.5379,-46.08
2025-09-05,24360,24660,24100,24345,-30,226336,24644.7748,24755.5229,-110.7481,-57.5843,-54.16
2025-09-12,24360,25000,24340,24745,400,273114,24660.0182,24754.7477,-94.7295,-64.9035,-30.83
2025-09-19,24770,25125,24515,24940,195,289810,24702.601,24768.3943,-65.7933,-65.0789,-1.71
2025-09-26,25040,25120,24550,24600,-340,234454,24686.9963,24755.9896,-68.9933,-65.8502,-4.14
2025-10-02,24490,24585,24225,24320,-280,269461,24631.1793,24723.8725,-92.6931,-71.1394,-22.55
2025-10-10,24725,25055,24690,25045,725,99949,24694.1178,24747.5283,-53.4104,-67.646,13.24
2025-10-17,24975,25800,24915,25750,705,386776,24854.7083,24821.3752,33.3331,-47.7487,80.08
2025-10-24,25835,26530,25805,26325,575,357040,25078.3268,24932.1394,146.1874,-9.5347,154.72
2025-10-31,26320,26390,25775,25805,-520,303487,25188.8474,24996.4385,192.4089,30.2572,161.15
2025-11-07,25795,26050,25660,25965,160,244158,25306.8935,25067.7875,239.106,71.4096,166.7
2025-11-14,25965,26875,25935,26360,395,274105,25467.0617,25162.9781,304.0837,117.2567,185.83
2025-11-21,26370,27030,26370,26960,600,210630,25694.1246,25295.3554,398.7692,172.7272,225.04
2025-11-28,26955,26955,26440,26900,-60,227797,25877.5277,25413.5612,463.9665,230.1142,232.85
2025-12-05,26920,26935,26290,26600,-300,206761,25987.4094,25500.96,486.4494,280.6236,204.83
2025-12-12,26755,26755,26165,26425,-175,253812,26053.9631,25569.0293,484.9338,320.8818,163.05
2025-12-19,26420,26530,26087,26405,-20,202598,26107.3528,25630.6109,476.7418,351.5931,124.15
2025-12-26,26460,27030,25885,26035,-370,215298,26096.3485,25660.4002,435.9484,368.2149,66.73
2025-12-30,26035,26035,25700,25820,-215,76401,26054.3183,25672.1571,382.1613,370.9629,10.2
2026-01-02,25870,26200,25870,26175,355,27767,26072.673,25709.1989,363.4741,369.4873,-7.01
2026-01-09,26180,26330,25790,25790,-385,112207,26029.6809,25715.1511,314.5298,358.6582,-45.13
2026-01-16,25705,26350,25705,26030,240,188137,26029.7294,25738.3444,291.385,345.4024,-55.02
