date,open,high,low,close,diff,volume,ema12,ema26,macd_line,signal_line,macd_hist
2016-12-06,135500,137000,135000,136500,2500,374760,136500.0,136500.0,0.0,0.0,0.0
2016-12-07,138000,138000,136500,136500,0,279131,136500.0,136500.0,0.0,0.0,0.0
2016-12-08,138500,142000,138000,142000,5500,889649,137346.1538,136907.4074,438.7464,87.7493,351.0
2016-12-09,142000,145000,141000,144000,2000,647418,138369.8225,137432.7846,937.0378,257.607,679.43
2016-12-12,146000,148000,143500,144500,500,378077,139312.9267,137956.2821,1356.6446,477.4145,879.23
2016-12-13,144500,145000,142500,145000,500,283933,140187.8611,138478.039,1709.8221,723.896,985.93
2016-12-14,144500,145000,142000,143500,1500,261384,140697.4209,138850.0361,1847.3848,948.5938,898.79
2016-12-15,142000,143000,141000,142000,1500,285737,140897.8177,139083.3667,1814.451,1121.7652,692.69
2016-12-16,141000,142000,139000,139500,2500,523767,140682.7688,139114.2285,1568.5404,1211.1203,357.42
2016-12-19,140000,142500,139500,142000,2500,293868,140885.4198,139327.9893,1557.4305,1280.3823,277.05
2016-12-20,141500,144000,141500,143500,1500,399511,141287.6629,139637.0271,1650.6357,1354.433,296.2
2016-12-21,144500,144500,142500,143500,0,310188,141628.0224,139923.1733,1704.8492,1424.5162,280.33
2016-12-22,143000,143000,141000,142000,1500,334338,141685.2498,140077.0123,1608.2375,1461.2605,146.98
2016-12-23,143000,144000,142000,144000,2000,357914,142041.3652,140367.604,1673.7612,1503.7606,170.0
2016-12-26,143500,145000,143500,144500,500,206099,142419.6167,140673.7074,1745.9093,1552.1904,193.72
2016-12-27,144500,145000,144000,144500,0,337224,142739.6757,140957.1365,1782.5392,1598.2601,184.28
2016-12-28,142500,144000,141500,143500,1000,377265,142856.6486,141145.4967,1711.1519,1620.8385,90.31
2016-12-29,142500,146000,142000,146000,2500,381283,143340.2412,141505.0896,1835.1516,1663.7011,171.45
